Below are the first nkwall=min(nw,4*S+6)=18 solutions from BO, sorted by imag part, at 03-Jan-2025 15:07:38
kz[kn]           kx[kn]           k[kn]            theta[deg]       Re(omega1[wn])   Im(omega1[wn])   Re(omega2[wn])   Im(omega2[wn])   Re(omega3[wn])   Im(omega3[wn])   Re(omega4[wn])   Im(omega4[wn])   Re(omega5[wn])   Im(omega5[wn])   Re(omega6[wn])   Im(omega6[wn])   Re(omega7[wn])   Im(omega7[wn])   Re(omega8[wn])   Im(omega8[wn])   Re(omega9[wn])   Im(omega9[wn])   Re(omega10[wn])  Im(omega10[wn])  Re(omega11[wn])  Im(omega11[wn])  Re(omega12[wn])  Im(omega12[wn])  Re(omega13[wn])  Im(omega13[wn])  Re(omega14[wn])  Im(omega14[wn])  Re(omega15[wn])  Im(omega15[wn])  Re(omega16[wn])  Im(omega16[wn])  Re(omega17[wn])  Im(omega17[wn])  Re(omega18[wn])  Im(omega18[wn])  
1.396193e-01     7.998782e+00     8.000000e+00     8.900000e+01     5.541299e+00     5.431445e-04     -5.541296e+00    5.429491e-04     1.953488e+00     1.540528e-05     -1.953488e+00    1.540193e-05     -1.986527e-06    4.977392e-07     -1.929872e+02    6.777764e-10     -1.407941e+02    7.242735e-11     2.239477e+02     3.202556e-11     -2.239477e+02    1.579139e-11     1.982761e-14     2.009571e-14     -5.276184e-15    6.683116e-15     2.848023e-14     4.720647e-15     -4.701575e-17    7.466713e-16     -1.426247e-16    -2.280384e-16    -1.311804e-15    -4.385645e-16    5.567234e-16     -8.485130e-16    5.780580e-17     -1.137447e-14    5.634554e-14     -1.695726e-13    
1.413645e-01     8.098766e+00     8.100000e+00     8.900000e+01     5.570928e+00     1.006075e-03     -5.570928e+00    1.005717e-03     -1.952428e+00    1.494764e-05     1.952428e+00     1.492992e-05     4.220530e-06     1.165659e-07     -1.939319e+02    6.317835e-10     1.413379e+02     1.474128e-10     2.244201e+02     1.698575e-11     1.693355e-15     9.018171e-15     9.323119e-15     3.424477e-15     -1.375796e-15    3.254154e-15     2.106303e-15     7.712115e-16     -7.557656e-16    4.484797e-16     3.000887e-16     -5.808364e-17    -1.094434e-15    -1.850614e-15    -1.003927e-15    -4.780059e-15    -3.998406e-15    -1.938235e-14    -2.244201e+02    -5.074671e-11    
1.431097e-01     8.198751e+00     8.200000e+00     8.900000e+01     5.768875e+00     9.153253e-04     -5.768874e+00    9.144753e-04     -1.951358e+00    1.453609e-05     1.951358e+00     1.450898e-05     -2.937020e-06    5.659476e-07     -1.948836e+02    2.726360e-09     2.249022e+02     1.658563e-11     1.871388e-14     2.095919e-14     5.309056e-14     5.849923e-15     1.037539e-15     8.030438e-16     7.308636e-16     1.211492e-16     -3.293940e-16    1.113458e-17     5.627116e-16     -4.614890e-16    -7.820074e-15    -2.814337e-15    -1.645818e-14    -4.165801e-15    -5.293074e-14    -4.842429e-15    1.418786e+02     -4.326374e-11    -1.418786e+02    -4.892367e-11    
1.448550e-01     8.298736e+00     8.300000e+00     8.900000e+01     5.771512e+00     1.028550e-02     -5.771512e+00    1.028549e-02     1.950276e+00     1.411350e-05     -1.950276e+00    1.410826e-05     -3.273867e-06    1.776123e-06     1.958424e+02     2.609129e-09     -1.958424e+02    9.132315e-10     -2.253940e+02    6.409627e-11     -1.424161e+02    2.467696e-11     -5.381854e-14    3.768448e-14     1.753136e-15     9.265050e-15     3.034561e-16     1.078643e-15     3.474336e-16     3.073040e-16     -1.868018e-16    -2.996977e-16    -4.515616e-16    -5.464614e-16    5.729397e-15     -3.900241e-15    -6.135289e-15    -1.209391e-14    -3.202802e-14    -2.209544e-14    
1.466002e-01     8.398721e+00     8.400000e+00     8.900000e+01     5.778514e+00     2.021760e-02     -5.778515e+00    2.021740e-02     1.949185e+00     1.371032e-05     -1.949185e+00    1.369451e-05     -1.949970e-06    1.486655e-06     -1.968079e+02    3.139317e-09     2.258956e+02     3.737276e-11     -2.258956e+02    1.923815e-11     -5.880599e-14    9.804497e-14     -1.396692e-14    3.788076e-15     -1.298531e-15    7.903930e-16     1.908964e-16     -2.689584e-16    -5.990244e-16    -3.169773e-16    5.427211e-16     -6.262525e-16    -4.766202e-15    -3.971087e-15    -1.685812e-14    -6.476402e-15    1.736774e-14     -1.085337e-14    -1.429501e+02    -2.317349e-11    
1.483455e-01     8.498705e+00     8.500000e+00     8.900000e+01     -5.790253e+00    2.854613e-02     5.790253e+00     2.854532e-02     1.948083e+00     1.334860e-05     -1.948083e+00    1.334187e-05     -1.322992e-06    2.279425e-06     -1.977802e+02    2.446722e-09     1.977802e+02     2.413440e-09     1.434805e+02     8.775199e-11     -1.216182e-14    1.021614e-14     2.245887e-14     5.464961e-15     -3.004053e-16    4.557453e-16     -3.700969e-15    7.339869e-18     1.355927e-16     -2.130474e-16    -2.147081e-16    -5.937469e-16    1.119938e-15     -1.190994e-15    4.137396e-15     -1.287931e-15    2.398127e-13     -1.532099e-13    -2.264072e+02    -4.003557e-11    
1.500907e-01     8.598690e+00     8.600000e+00     8.900000e+01     5.805711e+00     3.380317e-02     -5.805711e+00    3.379821e-02     1.946971e+00     1.298815e-05     -1.946971e+00    1.296213e-05     -1.983074e-06    6.893740e-07     -1.987590e+02    1.353883e-09     1.987590e+02     4.448642e-10     -1.440071e+02    1.159745e-10     1.702129e-15     1.298129e-14     -1.167065e-14    2.378125e-15     -3.814352e-15    1.268648e-15     -1.127733e-16    7.075999e-16     -1.928398e-16    -3.382333e-16    -2.705870e-14    -1.680049e-15    4.646952e-16     -6.892204e-15    2.759030e-16     -1.307106e-14    2.742408e-14     -8.062151e-14    2.269287e+02     -3.870473e-12    
1.518359e-01     8.698675e+00     8.700000e+00     8.900000e+01     -5.823895e+00    3.576713e-02     5.823892e+00     3.576706e-02     1.945849e+00     1.263664e-05     -1.945849e+00    1.262793e-05     -9.950561e-08    3.348996e-06     1.445297e+02     2.359832e-10     2.274602e+02     2.503274e-11     2.588855e-14     1.661427e-14     -5.131630e-15    9.573954e-15     -7.565512e-17    6.609184e-16     -6.877586e-15    4.354582e-16     2.959665e-16     2.643664e-16     -2.346354e-16    -9.943694e-16    1.899623e-14     -1.773911e-15    1.338657e-15     -5.937021e-15    2.420001e-13     -6.779014e-14    -2.274602e+02    -2.784966e-11    -1.445297e+02    -1.947164e-10    
1.535812e-01     8.798660e+00     8.800000e+00     8.900000e+01     5.844419e+00     3.485568e-02     -5.844424e+00    3.485535e-02     -1.944717e+00    1.229762e-05     1.944717e+00     1.229621e-05     -1.387547e-07    2.450097e-06     -2.007389e+02    6.769420e-10     1.450481e+02     9.000344e-11     -7.064672e-13    4.525744e-14     1.740209e-14     1.269809e-14     5.997976e-15     8.994838e-15     -3.870614e-16    2.699976e-16     3.907433e-16     -1.244076e-16    -1.049598e-16    -1.867451e-16    3.223752e-15     -8.690405e-16    -3.001172e-15    -7.166885e-15    -1.431994e-14    -5.808899e-14    2.280019e+02     -1.127087e-11    -2.280019e+02    -2.077420e-11    
1.553264e-01     8.898644e+00     8.900000e+00     8.900000e+01     -5.867347e+00    3.179070e-02     5.867343e+00     3.178911e-02     1.943575e+00     1.198305e-05     -1.943575e+00    1.198086e-05     -1.484366e-06    2.503795e-06     -3.734388e-14    3.390229e-14     5.718493e-16     2.010225e-14     5.975587e-15     1.161306e-14     -3.322776e-16    8.510484e-16     7.172602e-16     -1.504542e-16    -4.528769e-16    -1.405072e-15    -3.691024e-15    -2.528104e-15    -2.970029e-14    -4.090651e-15    1.518020e-14     -5.341007e-15    -2.285537e+02    -5.338116e-11    1.455622e+02     -6.617967e-11    2.285537e+02     -7.146101e-11    -1.455622e+02    -9.410531e-11    
1.570717e-01     8.998629e+00     9.000000e+00     8.900000e+01     5.892854e+00     2.760831e-02     -5.892851e+00    2.760732e-02     -1.942423e+00    1.167940e-05     1.942423e+00     1.167361e-05     1.768972e-07     3.951819e-06     1.460718e+02     2.734640e-10     -1.244819e-14    4.047980e-14     8.178793e-15     1.133406e-14     -1.731963e-14    1.000461e-14     1.964246e-16     9.640387e-15     -3.165716e-16    -6.225199e-17    -7.412359e-15    -5.777503e-16    5.886001e-16     -8.244821e-16    -6.960510e-16    -9.068303e-16    -1.495350e-14    -5.334852e-15    -2.291157e+02    -5.231025e-11    2.291157e+02     -7.400844e-11    -1.460718e+02    -7.891980e-11    
1.588169e-01     9.098614e+00     9.100000e+00     8.900000e+01     -5.920725e+00    2.380703e-02     5.920727e+00     2.380457e-02     1.941262e+00     1.138579e-05     -1.941262e+00    1.138018e-05     -3.716356e-06    8.411680e-07     -2.037523e+02    1.432264e-09     -1.465768e+02    3.785864e-11     2.296881e+02     2.723020e-11     2.652254e-13     1.696928e-13     -6.249354e-15    4.631076e-15     8.423054e-15     2.478797e-15     -7.114718e-16    8.654321e-16     -2.204870e-15    4.354726e-16     -2.073048e-16    -2.972579e-16    1.266290e-15     -4.633208e-16    -5.818700e-15    -1.096443e-14    3.649353e-15     -1.159224e-14    1.465768e+02     -4.243910e-11    
1.605621e-01     9.198599e+00     9.200000e+00     8.900000e+01     5.949502e+00     2.136610e-02     -5.949506e+00    2.135945e-02     -1.940090e+00    1.110306e-05     1.940090e+00     1.109150e-05     2.256610e-06     2.942834e-06     -2.047694e+02    5.560210e-10     2.047694e+02     2.413601e-10     -1.470770e+02    1.251668e-10     -2.302707e+02    8.656147e-12     2.629027e-14     1.694812e-14     -7.051136e-16    4.895743e-15     -5.368087e-16    3.516340e-16     3.889587e-16     1.000266e-16     2.283409e-14     -1.342369e-15    9.940094e-16     -1.649325e-15    -2.657464e-14    -5.607261e-15    1.654797e-15     -8.146539e-15    -1.601033e-14    -2.098129e-13    
1.623074e-01     9.298584e+00     9.300000e+00     8.900000e+01     5.978248e+00     1.968863e-02     -5.978256e+00    1.968607e-02     -1.938909e+00    1.082859e-05     1.938909e+00     1.082212e-05     1.834277e-06     2.728049e-07     -1.475723e+02    1.235389e-10     -9.294655e-15    9.898819e-15     -3.198049e-15    6.259442e-15     -6.460275e-16    2.136461e-16     5.064092e-16     -1.761871e-16    -5.981870e-17    -2.012678e-16    -3.187623e-14    -5.725445e-15    1.544484e-15     -5.876753e-15    1.397519e-14     -1.594577e-14    6.802435e-13     -1.402045e-12    2.308637e+02     -8.355868e-12    2.057926e+02     -2.732385e-11    -2.308637e+02    -5.724530e-11    
1.640526e-01     9.398568e+00     9.400000e+00     8.900000e+01     6.007073e+00     1.875762e-02     -6.007069e+00    1.874961e-02     -1.937719e+00    1.055813e-05     1.937719e+00     1.055790e-05     -3.049214e-07    3.657827e-06     1.480625e+02     2.310728e-10     2.314672e+02     5.546933e-12     -2.314672e+02    2.729885e-12     -2.308198e-14    1.617658e-14     -1.646658e-15    7.421745e-15     1.322944e-14     3.110695e-15     1.183295e-15     2.695996e-15     6.687481e-16     -3.741545e-17    -2.404994e-15    -1.339789e-16    -2.984029e-16    -8.095231e-16    -5.474963e-15    -1.044892e-14    -5.960756e-14    -1.271637e-13    2.068216e+02     -3.513669e-11    
1.657979e-01     9.498553e+00     9.500000e+00     8.900000e+01     -6.035339e+00    1.878017e-02     6.035338e+00     1.877566e-02     1.936519e+00     1.031295e-05     -1.936519e+00    1.029375e-05     -5.597138e-07    1.262490e-06     1.620193e-12     1.138611e-12     9.142318e-15     1.801259e-15     2.878711e-16     5.895439e-16     -4.017450e-16    -3.358171e-16    4.102552e-17     -9.811693e-16    -3.607703e-15    -3.183619e-15    6.575447e-15     -3.951711e-15    -7.955073e-15    -1.459559e-14    1.513566e-14     -4.137583e-14    2.320810e+02     -3.561921e-12    -2.320810e+02    -5.004584e-11    1.485476e+02     -6.815844e-11    -1.485476e+02    -1.668951e-10    
1.675431e-01     9.598538e+00     9.600000e+00     8.900000e+01     -6.062784e+00    1.916868e-02     6.062782e+00     1.916505e-02     1.935310e+00     1.005549e-05     -1.935310e+00    1.005085e-05     3.278423e-06     9.859421e-07     -2.088972e+02    1.127505e-09     1.490274e+02     1.566495e-10     -5.536287e-13    9.929070e-14     4.294489e-15     1.859443e-14     -3.616173e-16    1.183649e-15     7.383803e-16     2.384709e-16     -2.839344e-15    -1.184289e-16    5.205103e-17     -3.968484e-16    -6.157839e-16    -6.223178e-15    7.881547e-15     -1.124287e-14    -1.470654e-14    -2.326710e-14    -2.327053e+02    -2.826666e-11    2.327053e+02     -6.880229e-11    
1.692883e-01     9.698523e+00     9.700000e+00     8.900000e+01     6.089716e+00     1.992630e-02     -6.089714e+00    1.992291e-02     -1.934092e+00    9.827926e-06     1.934092e+00     9.807564e-06     -1.033836e-06    3.027329e-06     -2.099436e+02    2.542323e-10     -1.654340e-14    6.209664e-13     1.760855e-15     9.202620e-15     -4.978109e-15    4.535168e-15     1.073738e-15     1.933019e-15     9.720657e-16     7.624777e-16     1.597705e-16     3.911111e-16     4.201922e-16     1.764207e-16     -1.820112e-16    1.552002e-16     2.601094e-15     -1.213706e-14    -2.333400e+02    -3.583497e-11    -1.495019e+02    -6.133024e-11    2.333400e+02     -6.306071e-11    
1.710336e-01     9.798507e+00     9.800000e+00     8.900000e+01     6.115788e+00     2.142120e-02     -6.115788e+00    2.141793e-02     1.932864e+00     9.593175e-06     -1.932864e+00    9.587856e-06     -1.444863e-06    2.767899e-06     2.109955e+02     6.040819e-10     1.499708e+02     3.021440e-11     5.518654e-15     1.558394e-14     5.904525e-15     4.069091e-15     -3.580384e-16    1.484317e-16     7.362787e-16     3.827746e-17     9.750320e-17     -4.021007e-16    1.012382e-15     -2.653546e-15    9.695473e-15     -9.673170e-15    2.128501e-15     -1.218504e-14    -2.692281e-13    -1.390559e-13    -2.339853e+02    -3.230606e-12    2.339853e+02     -4.850185e-11    
1.727788e-01     9.898492e+00     9.900000e+00     8.900000e+01     6.140394e+00     2.332507e-02     -6.140394e+00    2.332439e-02     1.931627e+00     9.372143e-06     -1.931627e+00    9.358549e-06     -1.712350e-06    3.540121e-06     -2.120529e+02    1.725343e-09     7.743704e-15     5.324768e-15     1.614113e-15     2.368483e-15     8.675122e-17     4.829107e-16     1.901365e-14     4.159573e-17     6.856652e-17     -3.883816e-16    -2.537368e-15    -1.234446e-15    -2.990565e-14    -9.479536e-15    1.364311e-15     -9.615798e-15    -9.966483e-14    -1.282939e-13    2.346410e+02     -7.784806e-13    -2.346410e+02    -3.015735e-11    2.120529e+02     -1.000912e-10    
1.745241e-01     9.998477e+00     1.000000e+01     8.900000e+01     6.163476e+00     2.505887e-02     -6.163475e+00    2.505858e-02     -1.930382e+00    9.148531e-06     1.930382e+00     9.142402e-06     -2.274408e-06    8.190401e-07     -2.131158e+02    7.480298e-10     1.508919e+02     1.796801e-10     -1.508919e+02    9.473295e-11     -2.353071e+02    5.725303e-11     2.353071e+02     3.768891e-11     -1.974041e-14    4.881959e-14     3.142185e-14     1.284995e-14     2.240503e-15     2.729815e-15     -3.536397e-15    1.669652e-15     2.369466e-15     -4.062747e-17    -7.576897e-16    -8.486561e-17    1.098261e-16     -1.149112e-16    -1.603475e-16    -1.753345e-15    
1.762693e-01     1.009846e+01     1.010000e+01     8.900000e+01     6.185187e+00     2.630826e-02     -6.185186e+00    2.630372e-02     1.929127e+00     8.948795e-06     -1.929127e+00    8.939825e-06     -3.060478e-06    1.654683e-06     2.359838e+02     1.008047e-11     1.304456e-13     9.052613e-15     1.290034e-14     6.881623e-15     -2.387304e-17    4.890193e-16     -1.687607e-16    -3.926561e-16    -1.370369e-16    -1.332080e-15    -1.291084e-14    -2.120854e-15    -5.856789e-15    -5.953949e-15    5.855691e-15     -7.744981e-15    1.160767e-14     -4.286841e-14    1.513439e+02     -5.302113e-12    -1.513439e+02    -1.057659e-10    -2.359838e+02    -1.193752e-10    
1.780145e-01     1.019845e+01     1.020000e+01     8.900000e+01     -6.205660e+00    2.685975e-02     6.205660e+00     2.685681e-02     -1.927864e+00    8.737331e-06     1.927864e+00     8.733588e-06     -2.788728e-07    2.615980e-06     2.152574e+02     6.316993e-10     2.366709e+02     2.778392e-11     -1.486011e-15    2.006889e-14     -1.106695e-14    9.857190e-15     3.386516e-15     5.436977e-15     3.917551e-15     5.932522e-16     -7.124223e-17    6.001924e-18     -3.386495e-16    -4.912791e-17    -7.036632e-16    -4.736659e-16    -4.681383e-15    -6.157706e-15    -6.454072e-13    -1.828829e-13    -2.366709e+02    -3.780008e-11    1.517901e+02     -9.581604e-11    
1.797598e-01     1.029843e+01     1.030000e+01     8.900000e+01     6.225022e+00     2.653003e-02     -6.225023e+00    2.652814e-02     -1.926592e+00    8.552847e-06     1.926592e+00     8.534565e-06     -2.144007e-07    1.885320e-06     -1.522305e+02    3.379175e-11     3.431231e-15     8.408433e-15     -4.905658e-15    3.691777e-15     -3.307315e-16    8.312968e-16     4.531704e-16     6.281021e-16     3.220822e-16     -9.091792e-16    8.540482e-15     -2.122410e-15    -2.093681e-15    -6.296903e-15    -1.832317e-14    -4.421750e-14    3.166157e-13     -1.490161e-13    -2.373684e+02    -1.668667e-11    2.373684e+02     -3.517798e-11    2.163360e+02     -9.552568e-11    
1.815050e-01     1.039842e+01     1.040000e+01     8.900000e+01     6.243410e+00     2.518081e-02     -6.243407e+00    2.517870e-02     -1.925311e+00    8.349998e-06     1.925311e+00     8.347624e-06     -7.267150e-07    2.235316e-06     2.174197e+02     1.546633e-09     -2.174197e+02    9.333138e-10     -1.526649e+02    1.152314e-10     1.526649e+02     3.185047e-11     2.380764e+02     1.782075e-11     5.652671e-14     8.693896e-14     -1.100529e-17    7.079862e-15     1.920646e-16     1.274010e-16     -2.526676e-16    -4.741171e-16    -5.789760e-16    -1.247409e-15    9.895945e-16     -3.156166e-15    1.299296e-14     -8.210280e-15    -1.472109e-14    -1.079642e-14    
1.832503e-01     1.049840e+01     1.050000e+01     8.900000e+01     6.260934e+00     2.269701e-02     -6.260933e+00    2.269498e-02     1.924022e+00     8.176510e-06     -1.924022e+00    8.153569e-06     -3.243795e-06    1.108524e-06     -2.185084e+02    2.076663e-10     -1.530934e+02    1.947115e-10     -2.387947e+02    4.325030e-11     -1.369287e-14    1.393775e-14     3.858236e-15     9.225626e-15     -1.330812e-15    8.851244e-16     9.457403e-17     1.789775e-16     9.932487e-15     -9.067363e-17    -4.748400e-17    -1.316454e-16    -5.912091e-15    -3.610817e-15    -9.558108e-16    -1.075457e-14    -9.495030e-14    -5.157711e-14    2.387947e+02     -4.673198e-11    
1.849955e-01     1.059839e+01     1.060000e+01     8.900000e+01     6.277660e+00     1.899852e-02     -6.277657e+00    1.899566e-02     -1.922725e+00    8.002900e-06     1.922725e+00     7.999690e-06     -1.706031e-06    1.534458e-06     2.196021e+02     6.082370e-11     -7.140604e-15    2.072426e-14     2.688408e-15     3.892328e-15     8.722008e-15     2.579439e-15     -1.291654e-15    1.292851e-15     4.159081e-16     4.119527e-16     -5.702941e-16    2.509446e-16     -3.332103e-16    -1.481848e-15    -1.471611e-14    -1.291378e-14    -1.936650e-14    -3.071541e-13    -2.395234e+02    -3.091682e-11    2.395234e+02     -3.490017e-11    -2.196021e+02    -3.762337e-11    
1.867407e-01     1.069837e+01     1.070000e+01     8.900000e+01     6.293573e+00     1.399251e-02     -6.293572e+00    1.399134e-02     -1.921419e+00    7.830293e-06     1.921419e+00     7.824987e-06     2.216124e-07     3.914792e-06     -2.207007e+02    8.657440e-10     2.402624e+02     9.697898e-12     -4.522865e-15    1.853790e-14     -1.898509e-14    9.840902e-15     8.334077e-16     7.859595e-16     -4.715971e-15    3.123736e-16     3.413689e-16     4.615082e-17     -1.089264e-15    -2.006311e-17    -1.715874e-14    -1.864640e-15    -1.423402e-15    -2.044149e-15    3.082985e-14     -4.775874e-14    1.539324e+02     -4.993685e-11    -2.402624e+02    -6.245590e-11    
1.884860e-01     1.079836e+01     1.080000e+01     8.900000e+01     -6.308551e+00    7.592489e-03     6.308550e+00     7.591640e-03     1.920105e+00     7.664129e-06     -1.920105e+00    7.650007e-06     -1.008744e-06    4.771699e-07     2.218040e+02     1.707139e-09     2.410116e+02     4.035195e-11     -1.543429e+02    1.579144e-11     1.449802e-14     8.379535e-15     -5.920751e-17    4.271494e-15     -1.506181e-14    1.199526e-15     -2.722842e-15    1.039517e-15     -7.667639e-17    6.288697e-16     -6.997245e-16    -6.519106e-16    2.141267e-16     -2.938631e-15    1.107636e-14     -1.277843e-14    1.726295e-13     -3.087875e-13    -2.410116e+02    -1.979320e-11    
1.902312e-01     1.089834e+01     1.090000e+01     8.900000e+01     -1.918782e+00    7.501110e-06     1.918782e+00     7.494584e-06     2.430537e-06     3.926031e-07     -2.417710e+02    3.985125e-11     5.366876e-15     5.504727e-15     -1.366172e-18    8.389612e-16     1.519838e-16     1.470451e-16     -4.951574e-16    -5.316128e-16    5.448858e-16     -4.390534e-15    -5.623906e-15    -4.878771e-15    1.028242e-14     -8.623941e-15    2.572115e-14     -1.718969e-14    1.686520e-14     -2.175186e-13    2.417710e+02     -3.464799e-11    -1.547472e+02    -6.070814e-11    1.547472e+02     -1.345850e-10    2.229121e+02     -3.346272e-10    -2.229121e+02    -1.702165e-09    
1.919765e-01     1.099832e+01     1.100000e+01     8.900000e+01     1.917452e+00     7.331011e-06     -1.917452e+00    7.327133e-06     -3.488113e-06    4.782079e-07     -2.240249e+02    1.052736e-09     2.240249e+02     5.849918e-10     -1.551456e+02    1.339504e-10     -2.988852e-13    2.991503e-13     6.163154e-15     7.710292e-15     1.669007e-15     6.872012e-15     1.103725e-14     2.159615e-15     -4.665873e-16    2.021093e-16     4.762603e-16     -1.212872e-16    1.265165e-16     -1.379599e-16    7.197319e-15     -2.594592e-15    -6.069075e-15    -1.119496e-14    -2.425406e+02    -6.829171e-12    2.425406e+02     -5.341909e-11    1.551456e+02     -1.913621e-10    
1.937217e-01     1.109831e+01     1.110000e+01     8.900000e+01     -1.916113e+00    7.187161e-06     1.916113e+00     7.179112e-06     -1.938411e-06    6.731655e-07     2.251422e+02     2.843224e-09     -2.251422e+02    7.497249e-10     -1.555378e+02    8.837605e-12     6.625227e-13     3.031895e-13     -5.672810e-15    9.532051e-15     5.429655e-15     5.871049e-15     -8.397514e-15    3.585823e-15     -1.513053e-14    2.720449e-15     1.897006e-16     5.943665e-16     -3.276866e-16    -2.747034e-17    -4.932973e-16    -4.940942e-16    4.715411e-14     -6.411014e-15    2.433202e+02     -2.062788e-11    -2.433202e+02    -2.618443e-11    1.555378e+02     -1.569770e-10    
1.954670e-01     1.119829e+01     1.120000e+01     8.900000e+01     -1.914767e+00    7.041128e-06     1.914767e+00     7.039004e-06     -3.819554e-06    5.486620e-07     -2.262641e+02    1.337057e-09     2.262641e+02     3.852945e-11     2.441099e+02     1.224849e-11     1.559239e+02     2.115000e-12     -6.422848e-14    4.509387e-14     2.413912e-14     3.902476e-14     1.887590e-15     9.048497e-15     1.025056e-14     6.308034e-15     -5.912454e-16    7.632392e-16     8.460685e-16     5.380404e-18     -9.479140e-17    -1.807998e-16    6.188596e-15     -4.028715e-16    1.294297e-14     -5.281864e-15    -1.559239e+02    -3.717513e-11    -2.441099e+02    -5.459386e-11    
1.972122e-01     1.129828e+01     1.130000e+01     8.900000e+01     -1.913413e+00    6.896520e-06     1.913413e+00     6.882875e-06     1.513574e-06     8.887281e-07     -2.273904e+02    5.332306e-10     2.273904e+02     2.991748e-10     2.449094e+02     9.867318e-12     1.253681e-14     1.882900e-14     -7.530861e-15    1.091776e-14     -3.896030e-15    6.129377e-15     -1.074882e-15    5.230001e-16     1.320122e-15     1.937383e-16     2.272646e-16     -2.971989e-16    -8.817353e-15    -1.275115e-15    -2.251592e-15    -5.614060e-15    4.589523e-14     -2.606768e-13    1.563040e+02     -2.908647e-11    -2.449094e+02    -9.308832e-11    -1.563040e+02    -1.247243e-10    
1.989574e-01     1.139826e+01     1.140000e+01     8.900000e+01     -1.912051e+00    6.765108e-06     1.912051e+00     6.750961e-06     -3.400743e-06    1.337296e-06     2.285212e+02     4.440838e-11     -1.566780e+02    1.023246e-11     -9.029982e-14    1.825388e-14     -2.930979e-15    1.271224e-14     -2.398140e-16    2.393753e-16     1.523730e-16     1.691025e-16     3.307032e-15     5.278293e-17     -5.029810e-16    -7.161776e-16    2.040094e-14     -6.193066e-15    -5.058577e-15    -6.733727e-15    7.442007e-16     -2.194165e-14    2.457189e+02     -2.056781e-11    -2.457189e+02    -3.235650e-11    1.566780e+02     -1.310317e-10    -2.285212e+02    -7.576314e-10    
2.007027e-01     1.149825e+01     1.150000e+01     8.900000e+01     -1.910681e+00    6.625412e-06     1.910681e+00     6.620072e-06     1.045197e-06     3.674951e-07     -2.296562e+02    4.425276e-10     2.296562e+02     2.163943e-10     -1.889218e-12    3.938096e-12     -1.910565e-14    1.528162e-14     -6.921771e-17    1.235536e-15     -1.648070e-14    1.016784e-15     5.899744e-17     -1.038590e-16    -5.600162e-16    -1.270467e-16    1.626053e-15     -6.431121e-16    4.619737e-15     -7.384972e-16    1.014970e-14     -2.063457e-14    -2.465381e+02    -3.247944e-11    2.465381e+02     -3.321098e-11    1.570460e+02     -3.976913e-11    -1.570460e+02    -7.462964e-11    
2.024479e-01     1.159823e+01     1.160000e+01     8.900000e+01     1.909304e+00     6.490812e-06     -1.909304e+00    6.482767e-06     -3.584806e-06    6.036202e-07     -2.307955e+02    1.294175e-09     1.574080e+02     8.834204e-11     -1.574080e+02    2.238217e-11     -2.775475e-13    1.800571e-13     -7.269632e-16    6.231169e-15     1.040793e-14     5.042328e-15     -2.358408e-14    2.572312e-15     6.319289e-16     1.338232e-16     1.043814e-16     -5.606828e-17    -5.345361e-16    -1.539672e-16    3.667082e-15     -2.639448e-15    8.603556e-16     -1.327037e-14    2.473671e+02     -7.303458e-12    -2.473671e+02    -4.114519e-11    2.307955e+02     -6.622162e-10    
2.041932e-01     1.169822e+01     1.170000e+01     8.900000e+01     -1.907919e+00    6.355641e-06     1.907919e+00     6.352522e-06     -3.463994e-06    2.706599e-07     2.319390e+02     1.945414e-10     1.577639e+02     4.806642e-12     -2.482056e+02    1.232785e-12     -1.750930e-13    3.452352e-14     1.849441e-14     5.857020e-15     -3.423282e-15    5.198774e-15     7.079458e-16     6.707590e-16     3.931380e-16     -1.098750e-16    -5.545119e-16    -4.085586e-16    -3.515817e-15    -1.381722e-15    7.204300e-15     -1.397818e-15    2.143344e-15     -2.178721e-15    -1.577639e+02    -1.251892e-11    2.482056e+02     -3.186214e-11    -2.319390e+02    -4.244593e-10    
2.059384e-01     1.179820e+01     1.180000e+01     8.900000e+01     1.906527e+00     6.238965e-06     -1.906527e+00    6.232763e-06     -3.656742e-06    5.278541e-07     2.330867e+02     1.861040e-09     -2.330867e+02    2.912063e-10     1.581140e+02     5.998464e-11     -1.581140e+02    5.329540e-11     -2.490537e+02    5.021121e-12     1.801876e-14     8.154039e-15     -1.872083e-14    7.695542e-15     -8.779667e-16    7.423661e-16     4.070827e-16     3.151518e-16     -4.015856e-16    -1.914456e-16    -1.438462e-16    -1.147778e-15    -5.108635e-15    -1.313520e-15    3.386515e-15     -4.326620e-15    -1.315229e-13    -3.552135e-14    2.490537e+02     -1.321536e-11    
2.076836e-01     1.189819e+01     1.190000e+01     8.900000e+01     -6.658395e+00    5.244508e-03     6.658394e+00     5.244112e-03     -1.905127e+00    6.116308e-06     1.905127e+00     6.112004e-06     -3.665458e-06    6.776518e-07     -2.342384e+02    8.361479e-10     3.161113e-14     1.128303e-14     -2.986815e-14    2.655245e-15     5.070440e-15     1.802025e-15     -3.665615e-16    5.102638e-17     3.587657e-16     -1.364262e-16    -4.194589e-16    -1.421895e-15    -1.783526e-15    -7.332375e-15    1.469109e-15     -1.532045e-14    -1.325615e-13    -8.444215e-14    -2.499112e+02    -1.102000e-11    -1.584580e+02    -1.372125e-11    1.584580e+02     -2.157910e-11    
